Year,Geo_Level,State_ANSI,Commodity_ID,Value
2004,STATE,38,2,"30,420,000"
2004,STATE,39,2,"928,000"
2004,STATE,41,2,"2,268,000"
2004,STATE,,2,"765,000"
2004,STATE,42,2,"1,620,000"
2004,STATE,46,2,"22,575,000"
2004,STATE,47,2,"324,000"
2004,STATE,48,2,"8,816,000"
2004,STATE,49,2,"1,680,000"
2004,STATE,50,2,"408,000"
2004,STATE,51,2,"266,000"
2004,STATE,53,2,"3,528,000"
2004,STATE,54,2,"495,000"
2004,STATE,55,2,"5,848,000"
2004,STATE,56,2,"2,925,000"
2003,STATE,1,2,"1,066,000"
2003,STATE,4,2,"2,520,000"
2003,STATE,5,2,"3,000,000"
2003,STATE,6,2,"32,160,000"
2003,STATE,8,2,"2,064,000"
2003,STATE,12,2,"14,910,000"
2003,STATE,13,2,"3,380,000"
2003,STATE,15,2,"798,000"
2003,STATE,16,2,"4,600,000"
2003,STATE,17,2,"420,000"
2003,STATE,18,2,"280,000"
2003,STATE,19,2,"1,888,000"
2003,STATE,20,2,"912,000"
2003,STATE,21,2,"240,000"
2003,STATE,22,2,"3,060,000"
2003,STATE,23,2,"264,000"
2003,STATE,24,2,"84,000"
2003,STATE,26,2,"4,810,000"
2003,STATE,27,2,"9,960,000"
2003,STATE,28,2,"1,449,000"
2003,STATE,29,2,"901,000"
2003,STATE,30,2,"9,570,000"
2003,STATE,31,2,"3,330,000"
2003,STATE,32,2,"384,000"
2003,STATE,34,2,"190,000"
2003,STATE,35,2,"246,000"
2003,STATE,36,2,"4,824,000"
2003,STATE,37,2,"440,000"
2003,STATE,38,2,"29,580,000"
2003,STATE,39,2,"750,000"
2003,STATE,40,2,"141,000"
2003,STATE,41,2,"2,142,000"
2003,STATE,,2,"352,000"
2003,STATE,42,2,"1,350,000"
2003,STATE,45,2,"280,000"
2003,STATE,46,2,"15,050,000"
2003,STATE,47,2,"240,000"
2003,STATE,48,2,"9,380,000"
2003,STATE,49,2,"1,425,000"
2003,STATE,50,2,"581,000"
2003,STATE,51,2,"222,000"
2003,STATE,53,2,"3,248,000"
2003,STATE,54,2,"376,000"
2003,STATE,55,2,"5,698,000"
2003,STATE,56,2,"3,159,000"
2002,STATE,1,2,"1,032,000"
2002,STATE,4,2,"2,394,000"
2002,STATE,5,2,"3,960,000"
2002,STATE,6,2,"23,500,000"
2002,STATE,8,2,"1,440,000"
2002,STATE,12,2,"20,460,000"
2002,STATE,13,2,"2,600,000"
2002,STATE,15,2,"952,000"
2002,STATE,16,2,"5,700,000"
2002,STATE,17,2,"720,000"
2002,STATE,18,2,"496,000"
2002,STATE,19,2,"2,310,000"
2002,STATE,20,2,"884,000"
2002,STATE,21,2,"270,000"
2002,STATE,22,2,"4,340,000"
2002,STATE,23,2,"451,000"
2002,STATE,24,2,"138,000"
2002,STATE,26,2,"5,544,000"
2002,STATE,27,2,"8,541,000"
2002,STATE,28,2,"1,404,000"
2002,STATE,29,2,"900,000"
2002,STATE,30,2,"8,442,000"
2002,STATE,31,2,"3,225,000"
2002,STATE,32,2,"558,000"
2002,STATE,34,2,"440,000"
2002,STATE,35,2,"484,000"
2002,STATE,36,2,"5,880,000"
2002,STATE,37,2,"672,000"
2002,STATE,38,2,"24,000,000"
2002,STATE,39,2,"1,260,000"
2002,STATE,40,2,"159,000"
2002,STATE,41,2,"2,107,000"
2002,STATE,,2,"453,000"
2002,STATE,42,2,"1,653,000"
2002,STATE,45,2,"470,000"
2002,STATE,46,2,"11,475,000"
2002,STATE,47,2,"488,000"
2002,STATE,48,2,"7,638,000"
2002,STATE,49,2,"1,298,000"
2002,STATE,50,2,"623,000"
2002,STATE,51,2,"304,000"
2002,STATE,53,2,"2,550,000"
2002,STATE,54,2,"459,000"
2002,STATE,55,2,"6,650,000"
2002,STATE,56,2,"2,394,000"
2001,STATE,1,2,"1,022,000"
2001,STATE,4,2,"2,537,000"
2001,STATE,5,2,"4,900,000"
2001,STATE,6,2,"28,060,000"
2001,STATE,8,2,"1,430,000"
2001,STATE,12,2,"22,000,000"
2001,STATE,13,2,"3,135,000"
2001,STATE,15,2,"696,000"
2001,STATE,16,2,"4,600,000"
2001,STATE,17,2,"456,000"
2001,STATE,18,2,"532,000"
2001,STATE,19,2,"1,683,000"
2001,STATE,20,2,"663,000"
2001,STATE,21,2,"312,000"
2001,STATE,22,2,"4,770,000"
2001,STATE,23,2,"220,000"
2001,STATE,24,2,"184,000"
2001,STATE,26,2,"4,560,000"
2001,STATE,27,2,"10,935,000"
2001,STATE,28,2,"1,122,000"
2001,STATE,29,2,"1,342,000"
2001,STATE,30,2,"13,872,000"
2001,STATE,31,2,"2,064,000"
2001,STATE,32,2,"450,000"
2001,STATE,34,2,"374,000"
2001,STATE,35,2,"700,000"
2001,STATE,36,2,"3,710,000"
2001,STATE,37,2,"572,000"
2001,STATE,38,2,"26,880,000"
2001,STATE,39,2,"1,458,000"
2001,STATE,40,2,"188,000"
2001,STATE,41,2,"1,936,000"
2001,STATE,,2,"303,000"
2001,STATE,42,2,"1,482,000"
2001,STATE,45,2,"280,000"
2001,STATE,46,2,"15,275,000"
2001,STATE,47,2,"472,000"
2001,STATE,48,2,"7,663,000"
2001,STATE,49,2,"874,000"
2001,STATE,50,2,"567,000"
2001,STATE,51,2,"468,000"
2001,STATE,53,2,"2,496,000"
2001,STATE,54,2,"455,000"
2001,STATE,55,2,"5,427,000"
2001,STATE,56,2,"2,926,000"
2000,STATE,1,2,"1,248,000"
2000,STATE,4,2,"2,360,000"
2000,STATE,5,2,"4,836,000"
2000,STATE,6,2,"30,800,000"
2000,STATE,8,2,"1,740,000"
2000,STATE,12,2,"24,360,000"
2000,STATE,13,2,"3,135,000"
2000,STATE,15,2,"784,000"
2000,STATE,16,2,"4,700,000"
2000,STATE,17,2,"488,000"
2000,STATE,18,2,"520,000"
2000,STATE,19,2,"2,010,000"
2000,STATE,20,2,"1,020,000"
2000,STATE,21,2,"192,000"
2000,STATE,22,2,"4,042,000"
2000,STATE,23,2,"231,000"
2000,STATE,24,2,"276,000"
2000,STATE,26,2,"5,400,000"
2000,STATE,27,2,"13,500,000"
2000,STATE,28,2,"1,224,000"
2000,STATE,29,2,"1,725,000"
2000,STATE,30,2,"10,912,000"
2000,STATE,31,2,"4,350,000"
2000,STATE,32,2,"350,000"
2000,STATE,34,2,"385,000"
2000,STATE,35,2,"960,000"
2000,STATE,36,2,"4,640,000"
2000,STATE,37,2,"539,000"
2000,STATE,38,2,"34,500,000"
2000,STATE,39,2,"1,170,000"
2000,STATE,40,2,"245,000"
2000,STATE,41,2,"2,448,000"
2000,STATE,,2,"728,000"
2000,STATE,42,2,"1,125,000"
2000,STATE,46,2,"28,435,000"
2000,STATE,47,2,"549,000"
2000,STATE,48,2,"8,295,000"
2000,STATE,49,2,"984,000"
2000,STATE,50,2,"413,000"
2000,STATE,51,2,"294,000"
2000,STATE,53,2,"2,808,000"
2000,STATE,54,2,"378,000"
2000,STATE,55,2,"7,560,000"
2000,STATE,56,2,"3,627,000"
1999,STATE,1,2,"1,156,000"
1999,STATE,4,2,"3,224,000"
1999,STATE,5,2,"4,628,000"
1999,STATE,6,2,"27,900,000"
1999,STATE,8,2,"2,052,000"
1999,STATE,12,2,"23,256,000"
1999,STATE,13,2,"3,315,000"
1999,STATE,15,2,"640,000"
1999,STATE,16,2,"5,760,000"
1999,STATE,17,2,"594,000"
1999,STATE,18,2,"810,000"
1999,STATE,19,2,"2,600,000"
1999,STATE,20,2,"871,000"
1999,STATE,21,2,"150,000"
1999,STATE,22,2,"5,472,000"
1999,STATE,23,2,"308,000"
1999,STATE,24,2,"276,000"
1999,STATE,26,2,"6,205,000"
1999,STATE,27,2,"11,890,000"
1999,STATE,28,2,"1,314,000"
1999,STATE,29,2,"1,560,000"
1999,STATE,30,2,"8,540,000"
1999,STATE,31,2,"4,466,000"
1999,STATE,32,2,"405,000"
1999,STATE,34,2,"440,000"
1999,STATE,35,2,"780,000"
1999,STATE,36,2,"4,830,000"
1999,STATE,37,2,"414,000"
1999,STATE,38,2,"26,775,000"
1999,STATE,39,2,"1,480,000"
1999,STATE,40,2,"270,000"
1999,STATE,41,2,"2,565,000"
1999,STATE,,2,"681,000"
1999,STATE,42,2,"1,680,000"
1999,STATE,46,2,"23,296,000"
1999,STATE,47,2,"408,000"
1999,STATE,48,2,"8,748,000"
1999,STATE,49,2,"1,170,000"
1999,STATE,50,2,"396,000"
1999,STATE,51,2,"245,000"
1999,STATE,53,2,"2,600,000"
1999,STATE,54,2,"234,000"
1999,STATE,55,2,"6,000,000"
1999,STATE,56,2,"2,664,000"
1998,STATE,1,2,"1,136,000"
1998,STATE,4,2,"3,300,000"
1998,STATE,5,2,"3,445,000"
1998,STATE,6,2,"37,350,000"
1998,STATE,8,2,"1,944,000"
1998,STATE,12,2,"22,540,000"
1998,STATE,13,2,"4,200,000"
1998,STATE,15,2,"944,000"
1998,STATE,16,2,"6,000,000"
1998,STATE,17,2,"639,000"
1998,STATE,18,2,"828,000"
1998,STATE,19,2,"3,900,000"
1998,STATE,20,2,"736,000"
1998,STATE,21,2,"150,000"
1998,STATE,22,2,"4,551,000"
1998,STATE,23,2,"260,000"
1998,STATE,24,2,"308,000"
1998,STATE,26,2,"6,800,000"
1998,STATE,27,2,"11,060,000"
1998,STATE,28,2,"1,548,000"
1998,STATE,29,2,"1,518,000"
1998,STATE,30,2,"14,030,000"
1998,STATE,31,2,"4,480,000"
1998,STATE,32,2,"460,000"
1998,STATE,34,2,"539,000"
1998,STATE,35,2,"770,000"
1998,STATE,36,2,"5,200,000"
1998,STATE,37,2,"472,000"
1998,STATE,38,2,"29,440,000"
1998,STATE,39,2,"1,404,000"
1998,STATE,40,2,"204,000"
1998,STATE,41,2,"2,250,000"
1998,STATE,,2,"1,008,000"
1998,STATE,42,2,"1,716,000"
1998,STATE,46,2,"21,375,000"
1998,STATE,47,2,"448,000"
1998,STATE,48,2,"7,007,000"
1998,STATE,49,2,"1,740,000"
1998,STATE,50,2,"384,000"
1998,STATE,51,2,"296,000"
1998,STATE,53,2,"2,958,000"
1998,STATE,54,2,"330,000"
1998,STATE,55,2,"8,099,000"
1998,STATE,56,2,"2,760,000"
1997,STATE,1,2,"924,000"
1997,STATE,4,2,"3,360,000"
1997,STATE,5,2,"4,750,000"
1997,STATE,6,2,"31,500,000"
1997,STATE,8,2,"1,925,000"
1997,STATE,12,2,"16,080,000"
1997,STATE,13,2,"3,450,000"
1997,STATE,15,2,"1,314,000"
1997,STATE,16,2,"7,680,000"
1997,STATE,17,2,"483,000"
1997,STATE,18,2,"568,000"
1997,STATE,19,2,"3,330,000"
1997,STATE,20,2,"1,207,000"
1997,STATE,21,2,"180,000"
1997,STATE,22,2,"5,060,000"
1997,STATE,23,2,"152,000"
1997,STATE,24,2,"240,000"
1997,STATE,26,2,"5,950,000"
1997,STATE,27,2,"10,585,000"
1997,STATE,28,2,"1,387,000"
1997,STATE,29,2,"1,848,000"
1997,STATE,30,2,"12,840,000"
1997,STATE,31,2,"4,087,000"
1997,STATE,32,2,"854,000"
1997,STATE,34,2,"490,000"
1997,STATE,35,2,"900,000"
1997,STATE,36,2,"4,320,000"
1997,STATE,37,2,"464,000"
1997,STATE,38,2,"24,500,000"
1997,STATE,39,2,"1,760,000"
1997,STATE,40,2,"232,000"
1997,STATE,41,2,"2,650,000"
1997,STATE,,2,"1,134,000"
1997,STATE,42,2,"1,056,000"
1997,STATE,46,2,"15,600,000"
1997,STATE,47,2,"434,000"
1997,STATE,48,2,"9,964,000"
1997,STATE,49,2,"1,664,000"
1997,STATE,50,2,"315,000"
1997,STATE,51,2,"424,000"
1997,STATE,53,2,"3,120,000"
1997,STATE,54,2,"560,000"
1997,STATE,55,2,"4,740,000"
1997,STATE,56,2,"2,356,000"
1996,STATE,1,2,"960,000"
1996,STATE,4,2,"1,920,000"
1996,STATE,5,2,"4,200,000"
1996,STATE,6,2,"27,300,000"
1996,STATE,8,2,"2,220,000"
1996,STATE,12,2,"25,200,000"
1996,STATE,13,2,"5,100,000"
1996,STATE,15,2,"1,240,000"
1996,STATE,16,2,"4,950,000"
1996,STATE,17,2,"814,000"
1996,STATE,18,2,"675,000"
1996,STATE,19,2,"3,484,000"
1996,STATE,20,2,"816,000"
1996,STATE,21,2,"180,000"
1996,STATE,22,2,"4,664,000"
1996,STATE,23,2,"207,000"
1996,STATE,24,2,"224,000"
1996,STATE,26,2,"8,640,000"
1996,STATE,27,2,"11,550,000"
1996,STATE,28,2,"1,360,000"
1996,STATE,29,2,"1,628,000"
1996,STATE,30,2,"7,020,000"
1996,STATE,31,2,"4,875,000"
1996,STATE,32,2,"854,000"
1996,STATE,34,2,"315,000"
1996,STATE,35,2,"1,155,000"
1996,STATE,36,2,"5,440,000"
1996,STATE,37,2,"528,000"
1996,STATE,38,2,"19,780,000"
1996,STATE,39,2,"1,680,000"
1996,STATE,40,2,"236,000"
1996,STATE,41,2,"3,245,000"
1996,STATE,,2,"217,000"
1996,STATE,42,2,"1,058,000"
1996,STATE,45,2,"810,000"
1996,STATE,46,2,"23,280,000"
1996,STATE,47,2,"320,000"
1996,STATE,48,2,"6,806,000"
1996,STATE,49,2,"1,564,000"
1996,STATE,50,2,"332,000"
1996,STATE,51,2,"350,000"
1996,STATE,53,2,"3,480,000"
1996,STATE,54,2,"590,000"
1996,STATE,55,2,"5,382,000"
1996,STATE,56,2,"2,920,000"
1995,STATE,1,2,"928,000"
1995,STATE,4,2,"4,108,000"
1995,STATE,5,2,"3,300,000"
1995,STATE,6,2,"39,060,000"
1995,STATE,8,2,"2,700,000"
1995,STATE,12,2,"19,780,000"
1995,STATE,13,2,"4,340,000"
1995,STATE,15,2,"1,032,000"
1995,STATE,16,2,"6,000,000"
1995,STATE,17,2,"814,000"
1995,STATE,18,2,"756,000"
1995,STATE,19,2,"3,060,000"
1995,STATE,20,2,"1,139,000"
1995,STATE,21,2,"132,000"
1995,STATE,22,2,"4,522,000"
1995,STATE,23,2,"495,000"
1995,STATE,24,2,"245,000"
1995,STATE,26,2,"8,924,000"
1995,STATE,27,2,"13,530,000"
1995,STATE,28,2,"1,120,000"
1995,STATE,29,2,"1,541,000"
1995,STATE,30,2,"8,480,000"
1995,STATE,31,2,"4,380,000"
1995,STATE,32,2,"290,000"
1995,STATE,34,2,"340,000"
1995,STATE,35,2,"1,235,000"
1995,STATE,36,2,"5,250,000"
1995,STATE,37,2,"624,000"
1995,STATE,38,2,"23,760,000"
1995,STATE,39,2,"1,550,000"
1995,STATE,40,2,"304,000"
1995,STATE,41,2,"2,704,000"
1995,STATE,,2,"264,000"
1995,STATE,42,2,"1,075,000"
1995,STATE,45,2,"810,000"
1995,STATE,46,2,"20,400,000"
1995,STATE,47,2,"265,000"
1995,STATE,48,2,"8,904,000"
1995,STATE,49,2,"1,056,000"
1995,STATE,50,2,"335,000"
1995,STATE,51,2,"405,000"
1995,STATE,53,2,"3,540,000"
1995,STATE,54,2,"533,000"
1995,STATE,55,2,"5,767,000"
1995,STATE,56,2,"1,368,000"
1994,STATE,1,2,"900,000"
1994,STATE,4,2,"3,127,000"
1994,STATE,5,2,"3,905,000"
1994,STATE,6,2,"24,000,000"
1994,STATE,8,2,"3,420,000"
1994,STATE,12,2,"19,320,000"
1994,STATE,13,2,"5,040,000"
1994,STATE,15,2,"900,000"
1994,STATE,16,2,"7,493,000"
1994,STATE,17,2,"1,040,000"
1994,STATE,18,2,"702,000"
1994,STATE,19,2,"3,432,000"
1994,STATE,20,2,"893,000"
1994,STATE,21,2,"162,000"
1994,STATE,22,2,"3,920,000"
1994,STATE,23,2,"440,000"
1994,STATE,24,2,"252,000"
1994,STATE,26,2,"7,740,000"
1994,STATE,27,2,"13,430,000"
1994,STATE,28,2,"1,007,000"
1994,STATE,29,2,"1,925,000"
1994,STATE,30,2,"12,495,000"
1994,STATE,31,2,"3,960,000"
1994,STATE,32,2,"756,000"
1994,STATE,34,2,"363,000"
1994,STATE,35,2,"1,216,000"
1994,STATE,36,2,"4,624,000"
1994,STATE,37,2,"885,000"
1994,STATE,38,2,"32,430,000"
1994,STATE,39,2,"1,728,000"
1994,STATE,40,2,"290,000"
1994,STATE,41,2,"3,250,000"
1994,STATE,,2,"222,000"
1994,STATE,42,2,"1,269,000"
1994,STATE,45,2,"1,000,000"
1994,STATE,46,2,"26,000,000"
1994,STATE,47,2,"306,000"
1994,STATE,48,2,"7,622,000"
1994,STATE,49,2,"2,537,000"
1994,STATE,50,2,"385,000"
1994,STATE,51,2,"572,000"
1994,STATE,53,2,"3,720,000"
1994,STATE,54,2,"880,000"
1994,STATE,55,2,"5,325,000"
1994,STATE,56,2,"3,174,000"
1993,STATE,1,2,"855,000"
1993,STATE,4,2,"4,235,000"
1993,STATE,5,2,"3,650,000"
1993,STATE,6,2,"45,000,000"
1993,STATE,8,2,"3,869,000"
1993,STATE,12,2,"22,600,000"
1993,STATE,13,2,"4,480,000"
1993,STATE,15,2,"1,593,000"
1993,STATE,16,2,"9,443,000"
1993,STATE,17,2,"720,000"
1993,STATE,18,2,"792,000"
1993,STATE,19,2,"2,744,000"
1993,STATE,20,2,"1,311,000"
1993,STATE,21,2,"240,000"
1993,STATE,22,2,"4,042,000"
1993,STATE,23,2,"650,000"
1993,STATE,24,2,"189,000"
1993,STATE,26,2,"6,930,000"
1993,STATE,27,2,"14,400,000"
1993,STATE,28,2,"1,037,000"
1993,STATE,29,2,"1,752,000"
1993,STATE,30,2,"9,310,000"
1993,STATE,31,2,"5,810,000"
1993,STATE,32,2,"728,000"
1993,STATE,34,2,"308,000"
1993,STATE,35,2,"1,152,000"
1993,STATE,36,2,"4,030,000"
1993,STATE,37,2,"795,000"
1993,STATE,38,2,"19,800,000"
1993,STATE,39,2,"1,980,000"
1993,STATE,40,2,"402,000"
1993,STATE,41,2,"3,551,000"
1993,STATE,,2,"360,000"
1993,STATE,42,2,"1,120,000"
1993,STATE,45,2,"990,000"
1993,STATE,46,2,"24,010,000"
1993,STATE,47,2,"408,000"
1993,STATE,48,2,"8,610,000"
1993,STATE,49,2,"2,226,000"
1993,STATE,50,2,"492,000"
1993,STATE,51,2,"540,000"
1993,STATE,53,2,"2,700,000"
1993,STATE,54,2,"740,000"
1993,STATE,55,2,"8,200,000"
1993,STATE,56,2,"1,870,000"
1992,STATE,1,2,"1,025,000"
1992,STATE,4,2,"3,780,000"
1992,STATE,5,2,"2,925,000"
1992,STATE,6,2,"32,830,000"
1992,STATE,8,2,"3,848,000"
1992,STATE,12,2,"22,880,000"
1992,STATE,13,2,"4,675,000"
1992,STATE,15,2,"1,242,000"
1992,STATE,16,2,"6,885,000"
1992,STATE,17,2,"848,000"
1992,STATE,18,2,"465,000"
1992,STATE,19,2,"4,030,000"
1992,STATE,20,2,"1,624,000"
1992,STATE,21,2,"120,000"
1992,STATE,22,2,"4,815,000"
1992,STATE,23,2,"330,000"
1992,STATE,24,2,"138,000"
1992,STATE,26,2,"6,460,000"
1992,STATE,27,2,"17,100,000"
1992,STATE,28,2,"1,625,000"
1992,STATE,29,2,"1,825,000"
1992,STATE,30,2,"9,570,000"
1992,STATE,31,2,"7,200,000"
1992,STATE,32,2,"975,000"
1992,STATE,34,2,"176,000"
1992,STATE,35,2,"1,224,000"
1992,STATE,36,2,"4,620,000"
1992,STATE,37,2,"675,000"
1992,STATE,38,2,"21,840,000"
1992,STATE,39,2,"1,254,000"
1992,STATE,40,2,"468,000"
1992,STATE,41,2,"2,548,000"
1992,STATE,,2,"234,000"
1992,STATE,42,2,"1,230,000"
1992,STATE,45,2,"759,000"
1992,STATE,46,2,"20,400,000"
1992,STATE,47,2,"301,000"
1992,STATE,48,2,"10,625,000"
1992,STATE,49,2,"2,632,000"
1992,STATE,50,2,"378,000"
1992,STATE,51,2,"494,000"
1992,STATE,53,2,"3,520,000"
1992,STATE,54,2,"1,265,000"
1992,STATE,55,2,"6,930,000"
1992,STATE,56,2,"2,870,000"
1991,STATE,1,2,"552,000"
1991,STATE,4,2,"3,750,000"
1991,STATE,5,2,"3,713,000"
1991,STATE,6,2,"34,650,000"
1991,STATE,8,2,"3,950,000"
1991,STATE,12,2,"18,675,000"
1991,STATE,13,2,"4,284,000"
1991,STATE,15,2,"1,310,000"
1991,STATE,16,2,"6,440,000"
1991,STATE,17,2,"1,092,000"
1991,STATE,18,2,"1,050,000"
1991,STATE,19,2,"4,130,000"
1991,STATE,20,2,"1,820,000"
1991,STATE,21,2,"175,000"
1991,STATE,22,2,"2,800,000"
1991,STATE,23,2,"546,000"
1991,STATE,24,2,"175,000"
1991,STATE,26,2,"7,665,000"
1991,STATE,27,2,"16,380,000"
1991,STATE,28,2,"1,008,000"
1991,STATE,29,2,"1,820,000"
1991,STATE,30,2,"7,912,000"
1991,STATE,31,2,"7,236,000"
1991,STATE,32,2,"810,000"
1991,STATE,34,2,"341,000"
1991,STATE,35,2,"1,540,000"
1991,STATE,36,2,"4,774,000"
1991,STATE,37,2,"1,044,000"
1991,STATE,38,2,"22,145,000"
1991,STATE,39,2,"2,928,000"
1991,STATE,40,2,"630,000"
1991,STATE,41,2,"2,576,000"
1991,STATE,,2,"252,000"
1991,STATE,42,2,"1,800,000"
1991,STATE,45,2,"671,000"
1991,STATE,46,2,"22,725,000"
1991,STATE,47,2,"532,000"
1991,STATE,48,2,"10,920,000"
1991,STATE,49,2,"1,530,000"
1991,STATE,50,2,"450,000"
1991,STATE,51,2,"528,000"
1991,STATE,53,2,"3,570,000"
1991,STATE,54,2,"624,000"
1991,STATE,55,2,"7,370,000"
1991,STATE,56,2,"2,132,000"
1990,STATE,1,2,"1,102,000"
1990,STATE,4,2,"3,216,000"
1990,STATE,5,2,"3,528,000"
1990,STATE,6,2,"20,160,000"
1990,STATE,8,2,"3,520,000"
1990,STATE,9,2,"104,000"
1990,STATE,10,2,"11,000"
1990,STATE,12,2,"20,900,000"
1990,STATE,13,2,"5,550,000"
1990,STATE,15,2,"1,570,000"
1990,STATE,16,2,"5,600,000"
1990,STATE,17,2,"920,000"
1990,STATE,18,2,"1,034,000"
1990,STATE,19,2,"3,780,000"
1990,STATE,20,2,"2,412,000"
1990,STATE,21,2,"352,000"
1990,STATE,22,2,"3,382,000"
1990,STATE,23,2,"480,000"
1990,STATE,24,2,"133,000"
1990,STATE,25,2,"195,000"
1990,STATE,26,2,"8,000,000"
1990,STATE,27,2,"12,580,000"
1990,STATE,28,2,"1,488,000"
1990,STATE,29,2,"1,890,000"
1990,STATE,30,2,"7,938,000"
1990,STATE,31,2,"6,608,000"
1990,STATE,32,2,"986,000"
1990,STATE,33,2,"54,000"
1990,STATE,34,2,"315,000"
1990,STATE,35,2,"2,059,000"
1990,STATE,36,2,"4,374,000"
1990,STATE,37,2,"1,000,000"
1990,STATE,38,2,"18,040,000"
1990,STATE,39,2,"2,142,000"
1990,STATE,40,2,"450,000"
1990,STATE,41,2,"2,562,000"
1990,STATE,42,2,"1,148,000"
1990,STATE,44,2,"31,000"
1990,STATE,45,2,"492,000"
1990,STATE,46,2,"19,845,000"
1990,STATE,47,2,"627,000"
1990,STATE,48,2,"9,380,000"
1990,STATE,49,2,"1,739,000"
1990,STATE,50,2,"390,000"
1990,STATE,51,2,"544,000"
1990,STATE,53,2,"4,400,000"
1990,STATE,54,2,"900,000"
1990,STATE,55,2,"8,400,000"
1990,STATE,56,2,"2,280,000"
1989,STATE,1,2,"820,000"
1989,STATE,4,2,"3,510,000"
1989,STATE,5,2,"2,074,000"
1989,STATE,6,2,"21,080,000"
1989,STATE,8,2,"3,300,000"
1989,STATE,9,2,"80,000"
1989,STATE,10,2,"10,000"
1989,STATE,12,2,"15,000,000"
1989,STATE,13,2,"3,132,000"
1989,STATE,15,2,"1,215,000"
1989,STATE,16,2,"7,560,000"
1989,STATE,17,2,"1,102,000"
1989,STATE,18,2,"980,000"
1989,STATE,19,2,"6,030,000"
1989,STATE,20,2,"1,702,000"
1989,STATE,21,2,"348,000"
1989,STATE,22,2,"2,975,000"
1989,STATE,23,2,"408,000"
1989,STATE,24,2,"144,000"
1989,STATE,25,2,"184,000"
1989,STATE,26,2,"7,140,000"
1989,STATE,27,2,"15,180,000"
1989,STATE,28,2,"792,000"
1989,STATE,29,2,"2,046,000"
1989,STATE,30,2,"6,300,000"
1989,STATE,31,2,"7,378,000"
1989,STATE,32,2,"810,000"
1989,STATE,33,2,"35,000"
1989,STATE,34,2,"575,000"
1989,STATE,35,2,"1,150,000"
1989,STATE,36,2,"5,546,000"
1989,STATE,37,2,"950,000"
1989,STATE,38,2,"17,360,000"
1989,STATE,39,2,"1,060,000"
1989,STATE,40,2,"585,000"
1989,STATE,41,2,"2,457,000"
1989,STATE,42,2,"1,599,000"
1989,STATE,44,2,"39,000"
1989,STATE,45,2,"285,000"
1989,STATE,46,2,"11,515,000"
1989,STATE,47,2,"625,000"
1989,STATE,48,2,"7,840,000"
1989,STATE,49,2,"2,068,000"
1989,STATE,50,2,"366,000"
1989,STATE,51,2,"460,000"
1989,STATE,53,2,"3,220,000"
1989,STATE,54,2,"1,408,000"
1989,STATE,55,2,"7,992,000"
1989,STATE,56,2,"1,927,000"
1988,STATE,1,2,"1,764,000"
1988,STATE,4,2,"3,920,000"
1988,STATE,5,2,"2,278,000"
1988,STATE,6,2,"24,000,000"
1988,STATE,8,2,"3,984,000"
1988,STATE,9,2,"92,000"
1988,STATE,10,2,"26,000"
1988,STATE,12,2,"25,200,000"
1988,STATE,13,2,"4,715,000"
1988,STATE,15,2,"1,611,000"
1988,STATE,16,2,"6,731,000"
1988,STATE,17,2,"1,932,000"
1988,STATE,18,2,"1,885,000"
1988,STATE,19,2,"6,321,000"
1988,STATE,20,2,"2,898,000"
1988,STATE,21,2,"480,000"
1988,STATE,22,2,"3,420,000"
1988,STATE,23,2,"364,000"
1988,STATE,24,2,"175,000"
1988,STATE,25,2,"270,000"
1988,STATE,26,2,"6,935,000"
1988,STATE,27,2,"20,640,000"
1988,STATE,28,2,"1,386,000"
1988,STATE,29,2,"2,400,000"
1988,STATE,30,2,"5,040,000"
1988,STATE,31,2,"10,848,000"
1988,STATE,32,2,"270,000"
1988,STATE,33,2,"34,000"
1988,STATE,34,2,"930,000"
1988,STATE,35,2,"1,197,000"
1988,STATE,36,2,"5,546,000"
1988,STATE,37,2,"966,000"
1988,STATE,38,2,"16,500,000"
1988,STATE,39,2,"2,400,000"
1988,STATE,40,2,"550,000"
1988,STATE,41,2,"3,120,000"
1988,STATE,42,2,"2,070,000"
1988,STATE,44,2,"39,000"
1988,STATE,45,2,"560,000"
1988,STATE,46,2,"18,130,000"
1988,STATE,47,2,"1,400,000"
1988,STATE,48,2,"9,424,000"
1988,STATE,49,2,"1,476,000"
1988,STATE,50,2,"357,000"
1988,STATE,51,2,"1,400,000"
1988,STATE,53,2,"3,055,000"
1988,STATE,54,2,"1,050,000"
1988,STATE,55,2,"10,098,000"
1988,STATE,56,2,"2,769,000"
1987,STATE,1,2,"1,610,000"
1987,STATE,4,2,"3,760,000"
1987,STATE,5,2,"2,001,000"
1987,STATE,6,2,"17,820,000"
1987,STATE,8,2,"3,212,000"
1987,STATE,9,2,"68,000"
1987,STATE,10,2,"29,000"
1987,STATE,12,2,"18,960,000"
1987,STATE,13,2,"4,560,000"
1987,STATE,15,2,"1,710,000"
1987,STATE,16,2,"7,200,000"
1987,STATE,17,2,"2,100,000"
1987,STATE,18,2,"1,450,000"
1987,STATE,19,2,"4,532,000"
1987,STATE,20,2,"2,346,000"
1987,STATE,21,2,"350,000"
1987,STATE,22,2,"2,625,000"
1987,STATE,23,2,"414,000"
1987,STATE,24,2,"245,000"
1987,STATE,25,2,"165,000"
1987,STATE,26,2,"6,324,000"
1987,STATE,27,2,"17,280,000"
